Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Class
0.5037732555638378,-0.1726472571973318,0.4703325759603491,0.5044660661408135,0.25320979952800365,-0.36163423842732434,-0.8493147393139754,-0.42762379646405835,-0.6373767600643904,-0.4226172810248579,-0.36105807769062587,0.1753421751797027,0.27998607483770604,-0.05369490734143916,-0.4462986518813999,0.0
0.510652317052584,-0.9836313666458425,-0.14996763043265307,-0.17853043022884063,0.10632787620706903,0.8197526595308967,-0.4154096442420377,0.6642339367193427,-0.48492721507160697,-0.41288990470251263,0.20330710960768605,0.06176759390432946,-1.0731913271404883,-0.10620766615777989,0.4544432496968833,0.0
0.4301402892180664,0.1276381324516911,-0.45287566365826654,-0.22701744237392485,-0.2595805463489559,0.7728754811079631,-0.30134400396669647,0.6875947833505781,-0.1394469993327735,-0.2646649455321997,-0.4123870951878153,0.2004870493281299,0.10400357177958182,0.05930106030238105,0.2850947078073339,0.0
0.20577947554575535,-0.1899994310335578,0.3543463112377795,-0.16356059172920595,-0.020962597522451963,-0.12425802960211416,0.14783431747433798,-0.212180827315407,-0.21236192671509616,-0.947308278347539,-0.0038592509791321684,-0.12605118829733433,-0.6180372341359193,0.112839287025101,0.10246815648487569,0.0
-0.25661606650179,-0.15054602565539324,-0.2524666725745217,0.22140377255632002,-0.34983062099600043,-0.2928103322238034,-0.027773188815315222,-0.16167042472645624,-0.3897156568365888,-0.8790334074484315,0.47665948617070847,0.061572082214913545,-0.28101077067893565,-0.688143922931103,-0.03851934698439077,0.0
-0.5298637658166915,-0.6793494604619126,0.2364469769484453,0.07805255856138918,-0.10215966680253928,-0.30976213572982225,0.20262048082303405,0.3864592557468645,-0.4198745985428158,-0.15155853069903882,-0.06677467694954214,0.9231417428356181,-0.576217157670666,-0.11497428871590018,0.04178393601970563,0.0
0.2644686511752714,-0.24079789737705845,0.22565818193569628,-0.011386313827966954,0.014262616388473086,-0.37328367791251127,-1.1892439494954368,-0.22409218577161802,-0.2708619471583671,0.3654471190861167,0.884961530939831,0.3589625388459161,0.0430227142996275,-0.16141828181255014,-0.14942884857301175,0.0
0.3446480034298265,-0.14408155542572418,0.2563349366217458,0.19532078112000922,-0.12798218218935278,0.26540185763182317,-0.18230254208677582,-0.2986883380452298,-0.5900562084194356,0.22410678276446055,0.2025532348222765,0.09865126434403514,-0.467388147834533,-0.11846150314428401,0.2699444927884658,1.0
0.3391337897138275,-0.23745102211658003,0.5477017160154347,0.2940357257707998,0.6046357083094678,0.04555766982284412,-0.7185439671256306,0.07082914730535393,-0.19580624246095743,-1.030227260745293,0.34599021695753074,0.22566434405428992,-0.30150855873749277,-0.20899950181054391,-0.19778376657935431,0.0
-0.018494143747667238,0.6028848609517644,0.17327475354240832,0.6416229812470245,0.4353967329665543,0.0986937340332321,-0.4843690257051104,-0.4152153807498821,-0.017504860707874253,-0.020519685141831008,-0.12548265351440896,0.7134431555501339,-0.02106504193581766,0.05148009837008647,0.11148199251163465,1.0
-0.20617441050898577,0.6653294306575352,0.36285222762424196,0.22024093800247657,-0.1639334115554284,0.4682127277009363,0.04318639637017924,0.1124297325182422,0.011874479733843077,0.7434600428204188,-0.29663211212500257,-0.08393809385140497,-0.17812682129670013,-0.1865246007542205,0.045047415846220414,1.0
0.6588916185163672,-0.20376736644888785,0.17255698727931731,0.22758269747433957,-0.11734141404379526,-0.25937866824496514,0.7334141041678345,0.1122849789893889,-0.15167104880874535,-0.16277678417273814,0.002134205478536727,0.017854556391300392,-0.3863471404096357,-0.3230931605613479,0.24188100724173564,1.0
-0.25236955819004503,0.22463027167606656,0.14673392487746606,0.27382602468571365,0.40285987645698856,0.33908661830214204,-1.161191860429939,0.32883575615910926,0.16093730692167507,-0.683383644648872,-0.02923727900889456,0.3897299551347947,-0.3982759128329459,0.4679407280353239,0.31601990000575825,1.0
0.20276217359282458,-0.029890313698292384,-0.480538728641874,0.2592336927467337,-0.5423268123014725,-0.006499161664767475,-0.33480640057190725,-0.4814741183023466,-0.485021652779429,0.2468907731514387,-0.4277121128453282,0.24062938325263045,0.41615863958041865,-0.3751504496304902,-0.4374535779353239,1.0
-0.47961986241441396,-0.6169483663771144,0.4655860369962833,1.0,0.01577664917387257,0.2110346064524869,-0.7718077630706056,0.8638321227483717,-0.3560405869817333,-1.5358438031665833,0.14197963598630764,0.25005091917566763,-0.5933515848459889,0.10805273267366095,0.5675274689089302,0.0
-0.3428019973442213,0.967745005246038,-0.4555672862901309,0.565285415550684,0.3639705505974695,-0.24877733004761468,-0.4762561927424639,0.048141607363294626,0.10557969423314491,0.7113142430090468,0.13741525486674352,0.07989744957275247,0.6836735295067823,-0.5121526067808381,0.6685700674684941,1.0
0.32049041801505757,-0.574954098547119,-0.6885787425569312,-0.24221497476560847,0.02065342244760112,0.5851023605772511,-0.48749767079841266,-0.3256874519772698,-0.32952412732158404,0.5626014658460828,-0.4617821229221578,-0.3282740734009005,-0.17099597060582303,-0.3535754102112711,-0.4214000463419507,1.0
0.25300684971319015,-0.6403126664160357,-0.21806462616397262,-0.0359252532295414,-0.19138468510147486,-0.866268000430101,-0.49283397676100504,-0.35947351680813405,-0.5741224681520485,-0.8342253306503637,-0.2762329447933661,-0.12936185696319688,-0.6420220406416136,-0.09441340612678692,0.40989083219451233,0.0
0.2086379708675308,-0.006949007885447088,-0.08978844456489408,-0.21867768875869387,-0.18136134386171207,-0.019033862527827596,0.23947789560385305,0.049933981971443026,-0.06417566045605994,0.09233162627232898,0.27497162747514936,0.4269353985066671,-0.30205503957300134,0.4897595507971616,0.17759051695674644,1.0
0.1713634496945271,-0.5366000359625259,-0.21632371594694325,-0.0017825687336100464,0.09932640858240273,-0.5737353008924779,-0.5710995364326045,0.21387278752387565,-0.4059624699516533,-0.7191330336973197,-0.47418907265338067,0.31208551043759347,0.542765726175375,-0.6781347832064263,0.2534239683505737,0.0
-0.34472431719191615,-0.034225953071772446,-0.6900515372671627,0.32795454262589213,0.12056460185885812,-0.17107439032120383,-0.7573907887831199,-0.2033785251158057,-0.031264790634796674,-0.5555180468681655,0.4036770950368338,0.021996098713515384,-0.4319549241032634,0.3042671872737053,0.14142591864390996,0.0
-0.4184414488367025,-0.19705213653426376,-0.7115200120086373,0.3028126679701269,-0.2713620112409637,-0.4546538241433024,-0.4696184441555044,-0.010087363595112636,0.5158575077951285,-0.37407735008840465,0.39277104927307327,-0.03229620793191676,-0.9107901548444768,-0.3689627278711822,0.5691876069486738,1.0
-0.03523807220508225,0.23981830612013716,0.6377282503199476,0.12727057142533554,0.46676670751014765,-0.48376489759809105,0.1503247902522725,-0.09638578962162424,0.029276205081571454,0.3142298625323417,0.0395043115046619,-0.20410090746300513,-0.8523953659047646,0.20366134389336932,0.32075066509548295,1.0
0.010772255101355746,-0.08838391142201514,-0.4735090320288206,0.00924565360338863,0.0121935362535138,-0.4773018048431042,-0.5249763117891081,0.1629792334739319,-0.3070392475445495,-0.1825931238731289,0.3808511571086264,-0.012505177961502925,-0.6566075437957966,-0.032282869038328915,-0.14713928447248534,0.0
-0.49862605233059376,0.2867919123021701,0.40635185115247935,-0.24807385040196328,0.45244072331674456,0.4060680192004611,0.6717333298852863,-0.4056233365224592,-0.09366691069304213,0.28641116026785157,0.3377468206822425,0.46231236346314236,-0.5517785901813729,-0.49381519144846064,0.226963090824398,1.0
0.11723965298294332,0.48502068864667125,0.24328487528909143,0.4843616246709695,0.04085236216316713,-0.2816287315996272,-0.28349830837803897,0.2613900730045408,-0.28828022994725044,0.1909921643190588,-0.27726044282693657,0.027369363042731205,-0.06908700844431283,0.00809760989243385,0.25091715088698324,1.0
-0.031735134200782646,-0.10405333454220833,0.41400330640720334,0.4025642412163954,0.03918354590903501,-0.24884859413883229,0.7211664183276222,0.46401328996145613,0.2829149492359744,-0.5724185364300778,0.6143809600966567,-0.22657506032549496,-0.10949278466916731,0.018828574695637847,0.20335192516131745,0.0
0.45241494419199607,-0.020214166489112305,-0.4647463025817843,0.17408506050406772,0.07940904903692186,-0.4298709770454623,-0.43550541063063136,0.2920308570339515,-0.17716350765596772,-0.7293523957572876,0.3153236877548963,0.27539180958079035,-0.1971116451794441,0.04477456565366354,0.2942159408572786,0.0
